# ----------------------------------------,,,,,,,,,
Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Referral,2024041206,24,28,18,63.03571429,0.75,6.642857143,0.642857143,186
Referral,2024041700,24,32,20,39.9375,0.833333333,5.15625,0.625,165
Referral,2024042008,24,28,20,139.4642857,0.833333333,5.178571429,0.714285714,145
Referral,2024042301,24,30,18,39.66666667,0.75,4.333333333,0.6,130
Referral,2024042402,24,32,20,171.34375,0.833333333,7.53125,0.625,241
Referral,2024042602,24,29,20,70.96551724,0.833333333,5.827586207,0.689655172,169
Referral,2024042702,24,28,16,48.03571429,0.666666667,3.75,0.571428571,105
Referral,2024050104,24,26,18,75.11538462,0.75,4.730769231,0.692307692,123
Referral,2024050203,24,29,19,91.82758621,0.791666667,4.965517241,0.655172414,144
Direct,2024040607,23,29,9,15.31034483,0.391304348,3.206896552,0.310344828,93
Direct,2024040701,23,32,16,74,0.695652174,7.5,0.5,240
Direct,2024040704,23,28,8,5.821428571,0.347826087,3.107142857,0.285714286,87
Direct,2024041702,23,34,18,115.7352941,0.782608696,4.764705882,0.529411765,162
Direct,2024042104,23,26,14,105.6153846,0.608695652,3.884615385,0.538461538,101
Direct,2024042203,23,29,16,17.44827586,0.695652174,3.724137931,0.551724138,108
Direct,2024042507,23,28,12,50.67857143,0.52173913,3.464285714,0.428571429,97
Direct,2024042906,23,30,12,114.8333333,0.52173913,5.966666667,0.4,179
Direct,2024050104,23,26,10,91.73076923,0.434782609,4.076923077,0.384615385,106
Organic Search,2024040908,23,27,17,58.18518519,0.739130435,5.185185185,0.62962963,140
Organic Search,2024041002,23,29,13,23.79310345,0.565217391,3.034482759,0.448275862,88
Organic Search,2024041400,23,39,16,26.94871795,0.695652174,3.256410256,0.41025641,127
Organic Search,2024042002,23,29,14,14.96551724,0.608695652,3.103448276,0.482758621,90
Organic Search,2024042117,23,31,18,47.06451613,0.782608696,4.322580645,0.580645161,134
Organic Search,2024042405,23,28,18,67.32142857,0.782608696,3.357142857,0.642857143,94
Organic Social,2024041303,23,30,17,43.3,0.739130435,4.233333333,0.566666667,127
Organic Social,2024042503,23,40,15,38.825,0.652173913,4.575,0.375,183
Organic Social,2024050105,23,32,11,197.84375,0.47826087,3.71875,0.34375,119
Referral,2024040801,23,24,17,20.75,0.739130435,4.583333333,0.708333333,110
Referral,2024040808,23,32,17,38.84375,0.739130435,4.625,0.53125,148
Referral,2024040908,23,26,17,26.19230769,0.739130435,4.538461538,0.653846154,118
Referral,2024041301,23,28,18,79.78571429,0.782608696,4.892857143,0.642857143,137
Referral,2024041308,23,24,21,102.5833333,0.913043478,6.416666667,0.875,154
Referral,2024041607,23,25,18,47.88,0.782608696,4.88,0.72,122
Referral,2024041701,23,29,20,84.03448276,0.869565217,5.137931034,0.689655172,149
Referral,2024042002,23,26,14,52.38461538,0.608695652,5.730769231,0.538461538,149
Referral,2024042308,23,31,16,63.41935484,0.695652174,4.870967742,0.516129032,151
Referral,2024042403,23,26,18,210.6923077,0.782608696,6.423076923,0.692307692,167
Referral,2024050103,23,29,18,179.1034483,0.782608696,6.206896552,0.620689655,180
Direct,2024041108,22,25,10,45.52,0.454545455,4.16,0.4,104
Direct,2024041203,22,27,8,10.7037037,0.363636364,4.592592593,0.296296296,124
Direct,2024041205,22,28,5,5.5,0.227272727,3,0.178571429,84
Direct,2024041605,22,28,13,56.53571429,0.590909091,4.392857143,0.464285714,123
Direct,2024041704,22,29,14,21.55172414,0.636363636,4.172413793,0.482758621,121
Direct,2024042102,22,27,14,75.44444444,0.636363636,5.074074074,0.518518519,137
Direct,2024042205,22,28,13,21.57142857,0.590909091,3.678571429,0.464285714,103
Direct,2024042403,22,27,10,19.7037037,0.454545455,3.555555556,0.37037037,96
Direct,2024042506,22,25,14,31.04,0.636363636,4.16,0.56,104
Direct,2024042707,22,24,13,35.25,0.590909091,3.333333333,0.541666667,80
Organic Search,2024040601,22,27,13,27.62962963,0.590909091,3.444444444,0.481481481,93
Organic Search,2024040608,22,26,12,13.30769231,0.545454545,3.961538462,0.461538462,103
Organic Search,2024040708,22,25,17,70.08,0.772727273,5.08,0.68,127
Organic Search,2024040807,22,28,20,39.17857143,0.909090909,3.75,0.714285714,105
Organic Search,2024041006,22,26,11,32.42307692,0.5,3.807692308,0.423076923,99
Organic Search,2024041106,22,25,13,24.12,0.590909091,3.44,0.52,86
Organic Search,2024041506,22,28,14,42.21428571,0.636363636,5.285714286,0.5,148
Organic Search,2024041708,22,30,18,34.73333333,0.818181818,3.9,0.6,117
Organic Search,2024042502,22,23,17,63.65217391,0.772727273,4.260869565,0.739130435,98
Organic Search,2024042607,22,25,17,47.28,0.772727273,4.16,0.68,104
Organic Search,2024042800,22,27,17,28.77777778,0.772727273,3.222222222,0.62962963,87
Organic Search,2024042902,22,28,14,50.67857143,0.636363636,3.928571429,0.5,110
Organic Search,2024042905,22,24,19,52.08333333,0.863636364,4.75,0.791666667,114
Organic Search,2024043003,22,25,11,23.16,0.5,4.04,0.44,101
Organic Search,2024050302,22,27,14,46.37037037,0.636363636,3.296296296,0.518518519,89
Organic Social,2024042006,22,30,11,38.3,0.5,5.233333333,0.366666667,157
Organic Social,2024042105,22,25,12,56.8,0.545454545,5.6,0.48,140
Organic Social,2024042904,22,26,10,57.53846154,0.454545455,6.730769231,0.384615385,175
Referral,2024040607,22,23,15,91.43478261,0.681818182,9.869565217,0.652173913,227
Referral,2024040903,22,26,19,52.69230769,0.863636364,5.115384615,0.730769231,133
Referral,2024041002,22,28,14,43.42857143,0.636363636,3.714285714,0.5,104
Referral,2024041007,22,23,16,57.39130435,0.727272727,5.47826087,0.695652174,126
Referral,2024041201,22,30,19,46.93333333,0.863636364,4.066666667,0.633333333,122
Referral,2024041703,22,23,16,69.52173913,0.727272727,8,0.695652174,184
Referral,2024041707,22,26,18,149.4615385,0.818181818,6.961538462,0.692307692,181
Referral,2024041805,22,25,19,90.68,0.863636364,5.44,0.76,136
Referral,2024041807,22,26,18,126.6153846,0.818181818,7.153846154,0.692307692,186
Referral,2024041903,22,26,13,70.07692308,0.590909091,4.961538462,0.5,129
Referral,2024042108,22,25,20,63.28,0.909090909,8.32,0.8,208
Referral,2024043006,22,24,18,87.66666667,0.818181818,5.375,0.75,129
Direct,2024041202,21,27,12,250.7407407,0.571428571,6.037037037,0.444444444,163
Direct,2024041404,21,22,11,35.77272727,0.523809524,3.863636364,0.5,85
Direct,2024041705,21,24,13,51.66666667,0.619047619,3.375,0.541666667,81
Direct,2024042303,21,26,12,26.88461538,0.571428571,4.115384615,0.461538462,107
Direct,2024042406,21,25,7,24.88,0.333333333,3.32,0.28,83
Direct,2024042607,21,28,10,43.14285714,0.476190476,3.214285714,0.357142857,90
Direct,2024042805,21,23,8,14.26086957,0.380952381,2.956521739,0.347826087,68
Direct,2024043002,21,28,10,152.0357143,0.476190476,5.071428571,0.357142857,142
Direct,2024043009,21,35,12,43.82857143,0.571428571,3.571428571,0.342857143,125
Direct,2024050303,21,31,10,39.93548387,0.476190476,3.193548387,0.322580645,99
Direct,2024050304,21,29,8,10.93103448,0.380952381,3.206896552,0.275862069,93
Direct,2024050306,21,27,10,32.7037037,0.476190476,3.259259259,0.37037037,88
Organic Search,2024040701,21,24,12,111.2916667,0.571428571,4.5,0.5,108
Organic Search,2024041102,21,27,14,53.11111111,0.666666667,3.444444444,0.518518519,93
Organic Search,2024041103,21,23,13,19.04347826,0.619047619,3.869565217,0.565217391,89
Organic Search,2024041205,21,23,15,33.69565217,0.714285714,4,0.652173913,92
Organic Search,2024041306,21,26,15,26.73076923,0.714285714,3.538461538,0.576923077,92
Organic Search,2024041307,21,21,16,35.42857143,0.761904762,3.904761905,0.761904762,82
Organic Search,2024041404,21,23,13,30.26086957,0.619047619,3.826086957,0.565217391,88
Organic Search,2024041407,21,24,13,56.66666667,0.619047619,3.541666667,0.541666667,85
Organic Search,2024041606,21,28,16,30.60714286,0.761904762,3.392857143,0.571428571,95
Organic Search,2024042108,21,26,13,32.03846154,0.619047619,3.192307692,0.5,83
Organic Search,2024042111,21,28,13,27.32142857,0.619047619,3.321428571,0.464285714,93
Organic Search,2024042201,21,27,16,30.37037037,0.761904762,3.703703704,0.592592593,100
Organic Search,2024042202,21,30,13,60.66666667,0.619047619,4.3,0.433333333,129
Organic Search,2024042406,21,22,18,41.77272727,0.857142857,3.590909091,0.818181818,79
Organic Search,2024042802,21,24,15,25.29166667,0.714285714,4.375,0.625,105
Organic Search,2024050201,21,24,12,17.79166667,0.571428571,4.958333333,0.5,119
Organic Social,2024040804,21,26,16,38.19230769,0.761904762,4,0.615384615,104
Organic Social,2024040905,21,32,15,60.46875,0.714285714,4.3125,0.46875,138
Organic Social,2024041004,21,39,16,26.48717949,0.761904762,4,0.41025641,156
Organic Social,2024041306,21,32,16,81.875,0.761904762,5.375,0.5,172
Organic Social,2024042304,21,25,18,57.88,0.857142857,4.68,0.72,117
Organic Social,2024042606,21,24,17,68.95833333,0.80952381,5,0.708333333,120
Referral,2024040604,21,25,17,111.44,0.80952381,5.8,0.68,145
Referral,2024040906,21,24,16,100.625,0.761904762,5.458333333,0.666666667,131
Referral,2024041705,21,23,15,76,0.714285714,5.52173913,0.652173913,127
Referral,2024041806,21,24,19,119.8333333,0.904761905,5.291666667,0.791666667,127
Referral,2024042001,21,26,18,62.88461538,0.857142857,6.115384615,0.692307692,159
Referral,2024042302,21,27,16,97.66666667,0.761904762,5.888888889,0.592592593,159
Referral,2024042507,21,25,18,67.52,0.857142857,8.2,0.72,205
Referral,2024042904,21,21,14,107.6666667,0.666666667,4.80952381,0.666666667,101
Referral,2024050106,21,25,15,66.36,0.714285714,5.96,0.6,149
Referral,2024050204,21,23,11,12.60869565,0.523809524,3.695652174,0.47826087,85
Direct,2024040803,20,23,10,43.82608696,0.5,4.130434783,0.434782609,95
Direct,2024041102,20,24,12,65.54166667,0.6,5.083333333,0.5,122
Direct,2024041804,20,27,8,17.37037037,0.4,3.037037037,0.296296296,82
Direct,2024042004,20,24,9,36.54166667,0.45,3.375,0.375,81
Direct,2024042005,20,24,12,64.875,0.6,3.625,0.5,87
Direct,2024042106,20,22,11,15.72727273,0.55,3.590909091,0.5,79
Direct,2024042207,20,28,15,28.96428571,0.75,4.75,0.535714286,133
Direct,2024042402,20,31,13,60.22580645,0.65,5.516129032,0.419354839,171
Direct,2024043004,20,23,13,39.2173913,0.65,3.304347826,0.565217391,76
Direct,2024050107,20,24,7,26.66666667,0.35,4.583333333,0.291666667,110
Direct,2024050205,20,26,14,71.03846154,0.7,4.538461538,0.538461538,118
Direct,2024050206,20,26,11,69.53846154,0.55,4.5,0.423076923,117
Organic Search,2024040702,20,22,11,25.27272727,0.55,4.636363636,0.5,102
Organic Search,2024040703,20,22,15,53.22727273,0.75,5.772727273,0.681818182,127
Organic Search,2024041008,20,27,16,29.07407407,0.8,3.222222222,0.592592593,87
Organic Search,2024041805,20,26,11,39.73076923,0.55,4.538461538,0.423076923,118
Organic Search,2024042008,20,25,15,36.72,0.75,3.32,0.6,83
Organic Search,2024042101,20,29,14,99.75862069,0.7,3.586206897,0.482758621,104
Organic Search,2024042306,20,22,15,46.5,0.75,3.772727273,0.681818182,83
Organic Search,2024042407,20,23,15,77.65217391,0.75,4.913043478,0.652173913,113
Organic Search,2024042604,20,22,11,25.86363636,0.55,3.818181818,0.5,84
Organic Search,2024042701,20,25,17,85.52,0.85,5.2,0.68,130
Organic Search,2024042809,20,28,14,19.82142857,0.7,3.464285714,0.5,97
Organic Search,2024042908,20,26,12,31.80769231,0.6,3.461538462,0.461538462,90
Organic Search,2024050102,20,24,13,54.83333333,0.65,4.041666667,0.541666667,97
Organic Search,2024050107,20,22,15,48.40909091,0.75,3.636363636,0.681818182,80
Organic Search,2024050206,20,21,17,56.42857143,0.85,3.714285714,0.80952381,78
Organic Social,2024040805,20,28,16,256.7142857,0.8,5,0.571428571,140
Organic Social,2024041304,20,34,15,67.58823529,0.75,3.911764706,0.441176471,133
Organic Social,2024042805,20,28,15,20.60714286,0.75,4.035714286,0.535714286,113
Referral,2024040701,20,24,14,47.25,0.7,5.083333333,0.583333333,122
Referral,2024041102,20,30,13,70.6,0.65,3.966666667,0.433333333,119
Referral,2024041501,20,28,15,23.57142857,0.75,3.928571429,0.535714286,110
Referral,2024041606,20,21,17,51.19047619,0.85,3.666666667,0.80952381,77
Referral,2024041723,20,25,16,156.4,0.8,5.24,0.64,131
Referral,2024041907,20,24,13,34.79166667,0.65,4.375,0.541666667,105
Referral,2024042102,20,21,16,149.8095238,0.8,10.85714286,0.761904762,228
Referral,2024042103,20,22,14,51.13636364,0.7,5,0.636363636,110
Referral,2024042206,20,26,15,89.76923077,0.75,6.423076923,0.576923077,167
Referral,2024042208,20,24,17,412.9583333,0.85,5.875,0.708333333,141
Referral,2024042503,20,25,15,154.32,0.75,6.36,0.6,159
Referral,2024042608,20,22,17,156.2272727,0.85,6.227272727,0.772727273,137
Referral,2024042707,20,23,15,83.13043478,0.75,6.086956522,0.652173913,140
Direct,2024040904,19,23,9,33.56521739,0.473684211,4.652173913,0.391304348,107
Direct,2024040905,19,24,10,58,0.526315789,4.708333333,0.416666667,113
Direct,2024041303,19,28,11,11.67857143,0.578947368,2.821428571,0.392857143,79
Direct,2024041305,19,23,12,51.52173913,0.631578947,4.47826087,0.52173913,103
Direct,2024041405,19,27,11,50.37037037,0.578947368,3.814814815,0.407407407,103
Direct,2024041903,19,26,12,28.23076923,0.631578947,4.384615385,0.461538462,114
Direct,2024042107,19,20,10,35.1,0.526315789,3.65,0.5,73
Direct,2024042407,19,30,11,13.03333333,0.578947368,2.9,0.366666667,87
Direct,2024042502,19,25,12,53.68,0.631578947,3.68,0.48,92
Direct,2024042505,19,24,14,30.20833333,0.736842105,4.125,0.583333333,99
Direct,2024042606,19,25,13,41.96,0.684210526,3.48,0.52,87
Direct,2024042608,19,30,14,37.63333333,0.736842105,3.766666667,0.466666667,113
Direct,2024042708,19,27,10,13.74074074,0.526315789,2.962962963,0.37037037,80
Direct,2024042804,19,25,9,14.52,0.473684211,3.08,0.36,77
Direct,2024042807,19,25,9,35.44,0.473684211,5.92,0.36,148
Direct,2024042903,19,24,12,30.95833333,0.631578947,4.583333333,0.5,110
Direct,2024050203,19,27,11,76.22222222,0.578947368,4.851851852,0.407407407,131
Direct,2024050207,19,21,7,36.80952381,0.368421053,4.952380952,0.333333333,104
Organic Search,2024040607,19,20,11,23.1,0.578947368,3.95,0.55,79
Organic Search,2024040806,19,23,14,36.43478261,0.736842105,3.913043478,0.608695652,90
Organic Search,2024040902,19,30,17,66.63333333,0.894736842,4,0.566666667,120
Organic Search,2024040907,19,25,15,95.56,0.789473684,4.44,0.6,111
Organic Search,2024041108,19,25,14,34.2,0.736842105,4.16,0.56,104
Organic Search,2024041403,19,23,10,19.26086957,0.526315789,2.913043478,0.434782609,67
Organic Search,2024041905,19,22,12,59.77272727,0.631578947,4.181818182,0.545454545,92
Organic Search,2024042304,19,24,12,28.375,0.631578947,3.041666667,0.5,73
Organic Social,2024042005,19,24,12,47.375,0.631578947,4.083333333,0.5,98
Organic Social,2024042305,19,22,15,56.04545455,0.789473684,4.5,0.681818182,99
Referral,2024040602,19,24,15,100.5,0.789473684,8.541666667,0.625,205
Referral,2024040707,19,22,14,32.59090909,0.736842105,5.272727273,0.636363636,116
Referral,2024040802,19,25,13,68.32,0.684210526,4.52,0.52,113
Referral,2024041107,19,20,18,76.95,0.947368421,8.2,0.9,164
Referral,2024041400,19,26,11,40.61538462,0.578947368,4.961538462,0.423076923,129
Referral,2024041603,19,20,15,56.6,0.789473684,5.75,0.75,115
Referral,2024042406,19,21,16,130.4761905,0.842105263,5.761904762,0.761904762,121
Referral,2024042603,19,21,11,47.47619048,0.578947368,4,0.523809524,84
Referral,2024050205,19,25,13,77.28,0.684210526,5.76,0.52,144
Direct,2024040605,18,21,12,42.80952381,0.666666667,4.380952381,0.571428571,92
Direct,2024040606,18,25,8,14.32,0.444444444,3.72,0.32,93
Direct,2024040805,18,23,8,9.043478261,0.444444444,3.173913043,0.347826087,73
Direct,2024040807,18,25,8,20.76,0.444444444,3.52,0.32,88
Direct,2024042007,18,20,9,14.4,0.5,3.75,0.45,75
Direct,2024042304,18,20,14,157.55,0.777777778,6.8,0.7,136
Organic Search,2024040603,18,23,12,25.13043478,0.666666667,3.608695652,0.52173913,83
Organic Search,2024040801,18,28,11,77.10714286,0.611111111,5.714285714,0.392857143,160
Organic Search,2024040901,18,26,12,46.42307692,0.666666667,3.769230769,0.461538462,98
Organic Search,2024041004,18,21,16,141.1428571,0.888888889,3.761904762,0.761904762,79
Organic Search,2024041706,18,23,11,43.82608696,0.611111111,3.739130435,0.47826087,86
Organic Search,2024042207,18,23,9,15.47826087,0.5,3,0.391304348,69
Organic Search,2024042505,18,25,15,38.8,0.833333333,3.56,0.6,89
Organic Search,2024042708,18,21,10,33,0.555555556,2.904761905,0.476190476,61
Organic Search,2024042804,18,21,12,51.61904762,0.666666667,4.666666667,0.571428571,98
Organic Search,2024042907,18,24,12,25.54166667,0.666666667,3.333333333,0.5,80
Organic Search,2024043006,18,22,13,35.36363636,0.722222222,4.227272727,0.590909091,93
Organic Search,2024050105,18,19,12,40,0.666666667,3.368421053,0.631578947,64
Organic Search,2024050205,18,19,13,104.3684211,0.722222222,4.789473684,0.684210526,91
Organic Search,2024050301,18,23,12,18.04347826,0.666666667,4.347826087,0.52173913,100
Organic Search,2024050303,18,18,12,106.3333333,0.666666667,3.5,0.666666667,63
Organic Search,2024050304,18,18,13,128.0555556,0.722222222,5.222222222,0.722222222,94
Organic Search,2024050305,18,19,14,113.0526316,0.777777778,5.052631579,0.736842105,96
Organic Social,2024040605,18,24,14,60.375,0.777777778,4.333333333,0.583333333,104
Referral,2024040803,18,18,10,79.72222222,0.555555556,5.777777778,0.555555556,104
Referral,2024041004,18,20,11,59.6,0.611111111,4.35,0.55,87
Referral,2024041302,18,20,15,25.8,0.833333333,4.3,0.75,86
Referral,2024041307,18,20,14,39.55,0.777777778,5.65,0.7,113
Referral,2024041502,18,24,12,99.04166667,0.666666667,4.333333333,0.5,104
Referral,2024041601,18,23,14,57.30434783,0.777777778,4.695652174,0.608695652,108
Referral,2024041702,18,20,14,79.65,0.777777778,4.2,0.7,84
Referral,2024041803,18,19,14,165.5263158,0.777777778,4.578947368,0.736842105,87
Referral,2024041804,18,22,12,178.4545455,0.666666667,5.227272727,0.545454545,115
Referral,2024042202,18,27,15,27.51851852,0.833333333,4.333333333,0.555555556,117
Referral,2024042606,18,20,12,9.05,0.666666667,3.45,0.6,69
Referral,2024042607,18,20,14,57.2,0.777777778,5,0.7,100
Referral,2024042708,18,25,14,76.68,0.777777778,4.64,0.56,116
Referral,2024042802,18,21,14,144,0.777777778,4.714285714,0.666666667,99
Referral,2024042907,18,22,19,61.54545455,1.055555556,6.863636364,0.863636364,151
Direct,2024040702,17,21,10,16.95238095,0.588235294,4.857142857,0.476190476,102
Direct,2024041104,17,20,13,23.25,0.764705882,3.75,0.65,75
Direct,2024041107,17,25,8,45.84,0.470588235,4.88,0.32,122
Direct,2024041904,17,22,8,28,0.470588235,3.227272727,0.363636364,71
Direct,2024042305,17,21,6,24.76190476,0.352941176,3.857142857,0.285714286,81
Direct,2024042803,17,21,10,23.52380952,0.588235294,4.142857143,0.476190476,87
Direct,2024042902,17,30,8,25.6,0.470588235,3.533333333,0.266666667,106
Direct,2024050204,17,21,12,49.66666667,0.705882353,5.19047619,0.571428571,109
Organic Search,2024040704,17,18,9,23.44444444,0.529411765,3.888888889,0.5,70
Organic Search,2024040705,17,18,7,38.83333333,0.411764706,3.888888889,0.388888889,70
Organic Search,2024041206,17,22,10,41.77272727,0.588235294,4.363636364,0.454545455,96
Organic Search,2024041302,17,21,10,19.38095238,0.588235294,3.476190476,0.476190476,73
Organic Search,2024041305,17,19,13,49.31578947,0.764705882,4.631578947,0.684210526,88
Organic Search,2024041604,17,20,10,26.7,0.588235294,3.65,0.5,73
Organic Search,2024041723,17,20,15,86.7,0.882352941,4.85,0.75,97
Organic Search,2024042106,17,19,9,90.15789474,0.529411765,6.421052632,0.473684211,122
Organic Search,2024042301,17,25,11,13.08,0.647058824,3.16,0.44,79
Organic Search,2024042702,17,19,14,154.6842105,0.823529412,5.263157895,0.736842105,100
Organic Search,2024042707,17,17,11,36.52941176,0.647058824,4.529411765,0.647058824,77
Organic Search,2024050104,17,20,13,31.7,0.764705882,3.5,0.65,70
Referral,2024041006,17,22,12,44.59090909,0.705882353,3.363636364,0.545454545,74
Referral,2024041304,17,17,14,131.2352941,0.823529412,6.470588235,0.823529412,110
Referral,2024041306,17,18,11,76.72222222,0.647058824,4.5,0.611111111,81
Referral,2024042007,17,19,12,31.78947368,0.705882353,4.157894737,0.631578947,79
Referral,2024042107,17,20,14,61.75,0.823529412,8.95,0.7,179
Referral,2024042703,17,18,14,80.66666667,0.823529412,7.166666667,0.777777778,129
Referral,2024042906,17,20,15,49.6,0.882352941,5.15,0.75,103
Direct,2024040604,16,21,6,77.04761905,0.375,4.142857143,0.285714286,87
Direct,2024040804,16,19,12,102.5263158,0.75,3.526315789,0.631578947,67
Direct,2024041604,16,25,9,38.68,0.5625,3.48,0.36,87
Direct,2024042002,16,26,13,27.38461538,0.8125,4.153846154,0.5,108
Direct,2024042006,16,18,8,35.61111111,0.5,4.111111111,0.444444444,74
Direct,2024042204,16,21,10,59.14285714,0.625,5,0.476190476,105
Direct,2024042206,16,21,9,15.66666667,0.5625,3.285714286,0.428571429,69
Direct,2024042404,16,21,9,27,0.5625,4.142857143,0.428571429,87
Direct,2024042503,16,18,9,157.2222222,0.5625,4.777777778,0.5,86
Direct,2024042504,16,19,10,48.73684211,0.625,3.736842105,0.526315789,71
Direct,2024042605,16,19,8,15.89473684,0.5,3.631578947,0.421052632,69
Direct,2024043006,16,22,8,37.18181818,0.5,3.545454545,0.363636364,78
Organic Search,2024040709,16,25,9,34.84,0.5625,3.48,0.36,87
Organic Search,2024041504,16,22,12,48.77272727,0.75,3.136363636,0.545454545,69
Organic Search,2024041804,16,16,8,15.375,0.5,4.125,0.5,66
Organic Search,2024042003,16,20,11,157.3,0.6875,4,0.55,80
Organic Search,2024042403,16,18,13,18.66666667,0.8125,3.333333333,0.722222222,60
Organic Search,2024042503,16,20,13,61.4,0.8125,6,0.65,120
Organic Search,2024042808,16,17,11,49.41176471,0.6875,4.470588235,0.647058824,76
Organic Search,2024043005,16,18,10,13.38888889,0.625,3.166666667,0.555555556,57
Organic Social,2024041305,16,18,12,20.44444444,0.75,3.888888889,0.666666667,70
Organic Social,2024042704,16,24,10,34.375,0.625,4.75,0.416666667,114
Referral,2024040605,16,18,10,54,0.625,3.666666667,0.555555556,66
Referral,2024040702,16,19,13,42.73684211,0.8125,4,0.684210526,76
Referral,2024040804,16,19,13,499.9473684,0.8125,5.736842105,0.684210526,109
Referral,2024040805,16,18,12,108.6111111,0.75,5.888888889,0.666666667,106
Referral,2024040905,16,17,13,62.17647059,0.8125,5.882352941,0.764705882,100
Referral,2024041104,16,18,11,79.44444444,0.6875,3.833333333,0.611111111,69
Referral,2024041204,16,22,12,95.5,0.75,4.272727273,0.545454545,94
Referral,2024041205,16,20,11,60.65,0.6875,4.2,0.55,84
Referral,2024041303,16,18,10,18.16666667,0.625,3.555555556,0.555555556,64
Referral,2024041305,16,19,12,55.78947368,0.75,3.684210526,0.631578947,70
Referral,2024041506,16,18,13,141.0555556,0.8125,5.611111111,0.722222222,101
Referral,2024041706,16,20,13,95.75,0.8125,7.45,0.65,149
Referral,2024042106,16,18,14,88.5,0.875,6.333333333,0.777777778,114
Referral,2024042203,16,20,13,75.95,0.8125,4.1,0.65,82
Referral,2024042207,16,19,10,59.10526316,0.625,4.526315789,0.526315789,86
Referral,2024042504,16,17,11,64.58823529,0.6875,4.588235294,0.647058824,78
Referral,2024042807,16,17,15,48.58823529,0.9375,5,0.882352941,85
Referral,2024042903,16,18,10,189.7777778,0.625,5.388888889,0.555555556,97
Referral,2024043005,16,19,14,54.89473684,0.875,4.789473684,0.736842105,91
Direct,2024040706,15,20,9,28.35,0.6,3.8,0.45,76
Direct,2024040707,15,20,9,30.05,0.6,4.45,0.45,89
Direct,2024040806,15,22,8,25,0.533333333,3.318181818,0.363636364,73
Direct,2024042103,15,21,7,20.76190476,0.466666667,3.142857143,0.333333333,66
Direct,2024042302,15,25,7,32.4,0.466666667,4.2,0.28,105
Direct,2024050102,15,23,7,36.91304348,0.466666667,4.173913043,0.304347826,96
Direct,2024050103,15,22,9,38.95454545,0.6,3.727272727,0.409090909,82
Organic Search,2024040605,15,18,10,16.83333333,0.666666667,2.888888889,0.555555556,52
Organic Search,2024040805,15,16,12,20.375,0.8,3.8125,0.75,61
Organic Search,2024041304,15,18,11,34.66666667,0.733333333,4.944444444,0.611111111,89
Organic Search,2024041704,15,18,11,31.11111111,0.733333333,2.833333333,0.611111111,51
Organic Search,2024041705,15,23,13,26.13043478,0.866666667,3.391304348,0.565217391,78
Organic Search,2024042104,15,17,14,36.82352941,0.933333333,5.882352941,0.823529412,100
Organic Search,2024042303,15,18,11,23.61111111,0.733333333,3.166666667,0.611111111,57
Organic Search,2024042504,15,16,10,17.8125,0.666666667,3.1875,0.625,51
Organic Search,2024042904,15,16,11,97.625,0.733333333,7.0625,0.6875,113
Organic Search,2024043004,15,19,11,24.26315789,0.733333333,3.421052632,0.578947368,65
Referral,2024040708,15,17,14,134.0588235,0.933333333,6.529411765,0.823529412,111
Referral,2024041106,15,17,10,34.35294118,0.666666667,4.470588235,0.588235294,76
Referral,2024041403,15,19,10,49.21052632,0.666666667,3.789473684,0.526315789,72
Referral,2024041704,15,19,10,32.47368421,0.666666667,3.421052632,0.526315789,65
Referral,2024041904,15,16,9,39.0625,0.6,3.625,0.5625,58
Referral,2024042104,15,19,12,45.73684211,0.8,6.052631579,0.631578947,115
Referral,2024042204,15,19,8,90.57894737,0.533333333,4.526315789,0.421052632,86
Referral,2024042205,15,15,9,41.13333333,0.6,4.533333333,0.6,68
Referral,2024042404,15,22,12,89.95454545,0.8,6.045454545,0.545454545,133
Referral,2024042405,15,16,12,204.1875,0.8,10.375,0.75,166
Referral,2024042506,15,18,13,118.5555556,0.866666667,5.611111111,0.722222222,101
Referral,2024043002,15,23,14,86.73913043,0.933333333,4.043478261,0.608695652,93
Referral,2024043003,15,19,12,103.6315789,0.8,5,0.631578947,95
Referral,2024050105,15,18,8,104.6666667,0.533333333,4.388888889,0.444444444,79
Referral,2024050303,15,23,10,40.47826087,0.666666667,4.695652174,0.434782609,108
Direct,2024041103,14,23,6,5.826086957,0.428571429,3.52173913,0.260869565,81
Direct,2024041905,14,19,7,41.89473684,0.5,3.578947368,0.368421053,68
Direct,2024042003,14,18,10,52.27777778,0.714285714,4.277777778,0.555555556,77
Direct,2024042105,14,18,10,28.5,0.714285714,2.833333333,0.555555556,51
Direct,2024042604,14,20,8,7.9,0.571428571,4.5,0.4,90
Direct,2024050106,14,16,12,21.4375,0.857142857,3.8125,0.75,61
Organic Search,2024040706,14,16,7,25.1875,0.5,3.375,0.4375,54
Organic Search,2024040904,14,18,11,69.16666667,0.785714286,6.222222222,0.611111111,112
Organic Search,2024041203,14,18,11,38.88888889,0.785714286,3.888888889,0.611111111,70
Organic Search,2024042204,14,19,12,20.10526316,0.857142857,3.315789474,0.631578947,63
Organic Search,2024042205,14,16,10,150.125,0.714285714,3.3125,0.625,53
Organic Search,2024042606,14,18,6,21.05555556,0.428571429,3.166666667,0.333333333,57
Organic Search,2024042704,14,18,11,55.16666667,0.785714286,6.388888889,0.611111111,115
